article,comment,is_positive,thumbs_up,thumbs_down
Sukces Sussexów: Lilibet JEDNAK została dodana do listy sukcesorów tronu,"Co za żenada. Ani William ani Harry nie nadali córce imienia po zmarłej matce, bo boją się Elki. Jeszcze imię Diana jest zawsze po Elisabeth, haha!",0,6,3
Sukces Sussexów: Lilibet JEDNAK została dodana do listy sukcesorów tronu,"Jestem ciekawa, czy królowa spełni ich żądanie, żeby Lili była ochrzczona w Windsorze w obecności jej samej - królowej. Normalnie królowa chodzi tylko na chrzest następcy i następcy tegoż następcy. Meg i Harry są naprawdę bezczelni i chętnie popatrzę, jak pałac zareaguje na to żądanie.",0,26,3
"Kolega Michała Piróga z ""Azja Express"" POKAZAŁ CHŁOPAKA (ZDJĘCIA)","Coś czułam, że jest homoseksualny :/ wiecie dlaczego? No jest zadbany, umie się wysłowić, w programie ładnie się wysławiał i był kulturalny. W zeszłe wakacje byliśmy w tej samej restauracji i to samo zobaczyłam na żywo. Uśmiechnięty, wyprostowany, uprzejmy, schludny... czyli przeciwieństwo facetów hetero w jego wieku. ",0,1456,239
"Kolega Michała Piróga z ""Azja Express"" POKAZAŁ CHŁOPAKA (ZDJĘCIA)",Pamietam go z Azja Express… Ciacho! A z wiekiem wyglada coraz lepiej 😍😍😍,0,937,208
"Kolega Michała Piróga z ""Azja Express"" POKAZAŁ CHŁOPAKA (ZDJĘCIA)",No ładny pan. Bo na tinderze same polskie zimnioki. Już nawet Słowacy wypadają przy nich in plus.,0,740,152
"Kolega Michała Piróga z ""Azja Express"" POKAZAŁ CHŁOPAKA (ZDJĘCIA)","No i spoko, hetero moga sie “afiszować” z miloscią to i homo mogą. Peace & Love",1,699,357
"Kolega Michała Piróga z ""Azja Express"" POKAZAŁ CHŁOPAKA (ZDJĘCIA)","No i super!

Niech im sie wiedzie.

Polacy, obudzcie sie! Sa rozne typy milosci pomiedzy dwoma doroslymi ludzmi, nie tylko mezczyzna i kobieta.",1,751,461
"Kolega Michała Piróga z ""Azja Express"" POKAZAŁ CHŁOPAKA (ZDJĘCIA)",A mnie to gila. ,0,0,0
"Kolega Michała Piróga z ""Azja Express"" POKAZAŁ CHŁOPAKA (ZDJĘCIA)","Brak słów, ten świat upada. Jak chcą sobie z czterech liter robić  jesień średniowiecza to niech robią. Ale poco się tak tym afiszują. Dwa rowery i tyle.",0,0,0
"Kolega Michała Piróga z ""Azja Express"" POKAZAŁ CHŁOPAKA (ZDJĘCIA)",Fujjj,0,1,0
"Kolega Michała Piróga z ""Azja Express"" POKAZAŁ CHŁOPAKA (ZDJĘCIA)",Na siłe wciskanie czegoś takiego do neta jest mało apetyczne. ,0,1,0
"Kolega Michała Piróga z ""Azja Express"" POKAZAŁ CHŁOPAKA (ZDJĘCIA)",Brak słów 🤢🤢🤢,0,1,1
"Kolega Michała Piróga z ""Azja Express"" POKAZAŁ CHŁOPAKA (ZDJĘCIA)","przecież on był w związku z Michałem, musieli się rozejść :(",0,0,0
"Kolega Michała Piróga z ""Azja Express"" POKAZAŁ CHŁOPAKA (ZDJĘCIA)","przyjdzie czas ,że będą  płakać za wnuczkami",0,1,1
"Kolega Michała Piróga z ""Azja Express"" POKAZAŁ CHŁOPAKA (ZDJĘCIA)","To jest najzwyczajniej w świecie obrzydliwe i nienaturalne , tak ja tak to odczuwam i nic z tym nie zrobię tak samo jak oni są homo.
I teraz tez macie wręcz musicie mnie tolerować z moimi poglądami skoro ja muszę tolerować was z waszymi. 
Czy to tylko ma działać w jedną stronę ? ",0,3,3
"Kolega Michała Piróga z ""Azja Express"" POKAZAŁ CHŁOPAKA (ZDJĘCIA)",nadają sie do leczenia,0,2,2
"Kolega Michała Piróga z ""Azja Express"" POKAZAŁ CHŁOPAKA (ZDJĘCIA)",ja uważam to za chorobę i tyle ,0,6,7
"Kolega Michała Piróga z ""Azja Express"" POKAZAŁ CHŁOPAKA (ZDJĘCIA)","Gdyby się pokazał i związał z kobietą było by to warte pokazania.I mogło by oznaczać powrót do normalności.I nie bredźcie że jestem przeciw tym czy innym.W tych związkach finalnie nigdy nie jest bo nie może być dobrze.Z czasem zawsze wychodzi to czy owo.Statystyczna niestabilność jakby niezauważana.To biedni i często bardzo skrzywdzeni ludzie.Po przykrywką zgoła inną.Normalne jest wtedy gdy jest + i - każde inne rozwiązanie nie tworzy przepływu.Choć może tworzyć przygody,czasem i długie.Serdeczności ",0,3,2
"Kolega Michała Piróga z ""Azja Express"" POKAZAŁ CHŁOPAKA (ZDJĘCIA)","już po raz któryś stwierdzam,że komentaże niewygodne są szybko usuwane-WP nie brzydzi się żadną podłością,byle niszczyć wolność słowa im niewygodnego-wstyd i hańba,ale to ludzie wyprani z etyki i moralności.",0,3,2
"Kolega Michała Piróga z ""Azja Express"" POKAZAŁ CHŁOPAKA (ZDJĘCIA)","Zrozumcie ludzie ktorzy boicie sie lgbt, tego nie da sie ""promować"" ci ludzie juz sie tacy urodzili tak jak my urodzilismy sie hetero. Absolutnie nikomu nie robią krzywdy. Dla kazdego dobrego czlowieka jest miejsce na świecie i równe prawa. Dlatego ""tak"" dla małzenstw lgbt i ""tak"" dla możliwości wyjścia z szaf. ",1,5,11
Jennifer Lopez i Ben Affleck nie szczędzą sobie czułości na jachcie w Saint Tropez (ZDJĘCIA),Przeżyć takie coś jeszcze raz...zazdroszczę ,1,2033,19
Jennifer Lopez i Ben Affleck nie szczędzą sobie czułości na jachcie w Saint Tropez (ZDJĘCIA),Ładnie wyglądają. Są dla siebie nawzajem wehikułem czasu. Poczuli się jakby mieli o te 20 lat mniej. Nawzajem odnaleźli tych kim byli gdy się spotykali. ,1,1466,19
Jennifer Lopez i Ben Affleck nie szczędzą sobie czułości na jachcie w Saint Tropez (ZDJĘCIA),Za każdym razem jak widze ich zdjęcia to mam uśmiech na twarzy😁,1,1276,23
Jennifer Lopez i Ben Affleck nie szczędzą sobie czułości na jachcie w Saint Tropez (ZDJĘCIA),"Może i nie ma to sensu , może nie ma przyszłości ale jest piękna chwila która trwa.",0,970,12
Jennifer Lopez i Ben Affleck nie szczędzą sobie czułości na jachcie w Saint Tropez (ZDJĘCIA),"I bardzo dobrze , milosc daje szczescie I odradza",1,778,11
Jennifer Lopez i Ben Affleck nie szczędzą sobie czułości na jachcie w Saint Tropez (ZDJĘCIA),"Coraz częściej myślę o byłym, wiem że nie ułożył sobie życia, może jeszcze się spotkamy w moim małżeństwie rutyna, nie chce tak żyć. ",0,3,1
Jennifer Lopez i Ben Affleck nie szczędzą sobie czułości na jachcie w Saint Tropez (ZDJĘCIA),"super, w wieku 50 lat być zakochanym zazdroszczę obojgu i trzymam kciuki",1,3,0
Jennifer Lopez i Ben Affleck nie szczędzą sobie czułości na jachcie w Saint Tropez (ZDJĘCIA),Ona naprawde ma bardzo kiepski gust jesli chodzi o facetow. ,0,2,1
Jennifer Lopez i Ben Affleck nie szczędzą sobie czułości na jachcie w Saint Tropez (ZDJĘCIA),"Na insta w tym bikini szczupła i o 20 cm dłuższe nogi,a na zdjęciu paparazzi sama prawda...",0,3,6
Jennifer Lopez i Ben Affleck nie szczędzą sobie czułości na jachcie w Saint Tropez (ZDJĘCIA),Marc Anthony jak i reszta przydupasów to było nieporozumienie. Tylko z Affleckiem pasowali do siebie faktycznie.,0,5,1
Jennifer Lopez i Ben Affleck nie szczędzą sobie czułości na jachcie w Saint Tropez (ZDJĘCIA),"Oni są dla siebie stworzeni, nigdy nie powinni się rozstawać. Ona piękna kobieta, on ciacho jakich mało. ",1,6,1
Jennifer Lopez i Ben Affleck nie szczędzą sobie czułości na jachcie w Saint Tropez (ZDJĘCIA),"Jak ja jej zazdroszczę. Ja jestem w stałym związku od 2017 roku. Facetów 2 lat tak się zmienił, że czasami zastanawiam się dlaczego z nim jestem. Jest bez powodu wulgarny, chamski, mówi mi że na nic nie zasługuje, uprawiamy seks tylko jak on chce... nie zabiera mnie nigdzie, nie kupuje prezentów, nie sprząta. Tylko moje zarobki idą na dom. Nie pamiętam, kiedy byłam zwyczajnie przytulona, ktoś powiedział mi że mnie kocha. ",0,7,1
Jennifer Lopez i Ben Affleck nie szczędzą sobie czułości na jachcie w Saint Tropez (ZDJĘCIA),Prawdziwa miłość nie rdzewieje......kurcze ja też tęsknię za swoją choć ja straciłam kilkanaście lat temu i mam zupełnie inne życie u boku kogoś innego ale tego chyba się nie zapomina....,0,5,0
Jennifer Lopez i Ben Affleck nie szczędzą sobie czułości na jachcie w Saint Tropez (ZDJĘCIA),"są zakochani i młodzi, w dodatku piękni i bogaci....w dodatku na jachcie w Saint Tropez. Oni to mają dobrze...",1,5,0
Jennifer Lopez i Ben Affleck nie szczędzą sobie czułości na jachcie w Saint Tropez (ZDJĘCIA),Kibicuje im ❤️😘🤗,1,12,0
Jennifer Lopez i Ben Affleck nie szczędzą sobie czułości na jachcie w Saint Tropez (ZDJĘCIA),"no i wiedz ,kto z kim, ",0,0,2
Jennifer Lopez i Ben Affleck nie szczędzą sobie czułości na jachcie w Saint Tropez (ZDJĘCIA),Ben jest na fleku.,0,6,3
Jennifer Lopez i Ben Affleck nie szczędzą sobie czułości na jachcie w Saint Tropez (ZDJĘCIA),"Może to są te same ""jachtowe"" zdjęcia co przed rozstaniem",0,1,5
Jennifer Lopez i Ben Affleck nie szczędzą sobie czułości na jachcie w Saint Tropez (ZDJĘCIA),Z jachtu rozstałeś na jacht powrócisz.,0,5,3
"Oliwia Bieniuk pokazuje tanecznego PARTNERA z ""Tańca z gwiazdami"" (FOTO)",Ja tego nie rozumiem po co ona poszla do tego programu... Bo jest corka zmarlej aktorki? Tam powinny tanczyc Gwiazdy. ,0,844,56
"Oliwia Bieniuk pokazuje tanecznego PARTNERA z ""Tańca z gwiazdami"" (FOTO)",Anka się w grobie przewraca,0,664,125
"Oliwia Bieniuk pokazuje tanecznego PARTNERA z ""Tańca z gwiazdami"" (FOTO)",Tatuś czemu nie zatańczy ?,0,572,48
"Oliwia Bieniuk pokazuje tanecznego PARTNERA z ""Tańca z gwiazdami"" (FOTO)",Po co ona tam ?,0,415,50
"Oliwia Bieniuk pokazuje tanecznego PARTNERA z ""Tańca z gwiazdami"" (FOTO)",Nowy Brezniew z tymi brwiami,0,132,8
"Oliwia Bieniuk pokazuje tanecznego PARTNERA z ""Tańca z gwiazdami"" (FOTO)","W życiu bym tego nie obejrzała... jakieś dzieci wątpliwych gwiazd to już dno. A brwi ma ohydne, zresztą lansuje się dziecko tak nachalnie, że wstydziła by się ",0,6,1
"Oliwia Bieniuk pokazuje tanecznego PARTNERA z ""Tańca z gwiazdami"" (FOTO)","Szkoda, że nie ma Sylwii Madeńskiej wśród tancerzy. Mogła dostać jeszcze jedną szansę bo odpadła tak wcześnie tylko przez drewnianego Mikołaja :/",0,5,0
"Oliwia Bieniuk pokazuje tanecznego PARTNERA z ""Tańca z gwiazdami"" (FOTO)",To komin będzie czyszczony .,0,2,0
"Oliwia Bieniuk pokazuje tanecznego PARTNERA z ""Tańca z gwiazdami"" (FOTO)","faktycznie ""gwiazda""...",0,4,0
"Oliwia Bieniuk pokazuje tanecznego PARTNERA z ""Tańca z gwiazdami"" (FOTO)","Nie będę wchodziła na info o Bieniuk bo na siłę robicie z niej gwiazdę. A jest zwyklą dziewczynką, bez odkrytych talentów (może je ma) i nic jeszcze nie osiągnęła. ",0,14,0
"Oliwia Bieniuk pokazuje tanecznego PARTNERA z ""Tańca z gwiazdami"" (FOTO)","Jak Wy ludzie nie potraficie się cieszyć.
Sam jad zmiji.... Nie ma zgody na tym świecie.. Musimy być rozdzieleni.... ",0,2,7
"Oliwia Bieniuk pokazuje tanecznego PARTNERA z ""Tańca z gwiazdami"" (FOTO)",Wiecie dlaczego ta dziewczyna tak irytuje ludzi? Bo nie ma żadnych osiągnięć i jest nachalnie promowana. ,0,26,2
"Oliwia Bieniuk pokazuje tanecznego PARTNERA z ""Tańca z gwiazdami"" (FOTO)","Jeszcze dobrze nie zaczęła, a mamy jej już po dziurki w nosie.",0,21,1
"Oliwia Bieniuk pokazuje tanecznego PARTNERA z ""Tańca z gwiazdami"" (FOTO)","Wykapany tatuś,tylko wzrost ma po mamie .Taka malutka",0,9,1
"Oliwia Bieniuk pokazuje tanecznego PARTNERA z ""Tańca z gwiazdami"" (FOTO)","W tym wypadku gwiazdami będą tancerze/tancerki, gdyż osoby, z którymi będą tańczyć,  naprawdę trudno nazwać ""gwiazdami"" !!!",0,17,1
"Oliwia Bieniuk pokazuje tanecznego PARTNERA z ""Tańca z gwiazdami"" (FOTO)","Pytanie, czy teraz jest taka moda, że brwi muszą być jakoś tak dziwnie nastroszone? Coraz częściej to widzę, ale nie przekonuje mnie to.
Plus tylko, że p. Oliwia ma naturalne, tzn ze ich nie tatuuje.

Pytam poważnie, bez hejtu.",0,21,2
"Oliwia Bieniuk pokazuje tanecznego PARTNERA z ""Tańca z gwiazdami"" (FOTO)","Widzę, że jest taka tendencja, że dzieci znanych ludzi też dryfują w tę samą stronę. Niby celebryci inwestują w dzieci, w naukę języków, w korepetycje, ale jakoś nie słychać, żeby rosły jakieś naukowe, sportowe, lekarskie sławy.    ",0,20,1
"Oliwia Bieniuk pokazuje tanecznego PARTNERA z ""Tańca z gwiazdami"" (FOTO)",wygląda jak stifler :D,0,5,3
"Oliwia Bieniuk pokazuje tanecznego PARTNERA z ""Tańca z gwiazdami"" (FOTO)","Co to za kicz z tymi brwiami ?! Lustra nie ma,czy co? Każdy włosek w inną stronę do sufitu. Koszmar !",0,22,2
Tokio 2020. Komentator PRZEKLINAŁ na wizji! Jest decyzja stacji,"Nagle wszyscy święci. Nie przeklinają. Ba! Nawet nie znają takich słów. Gościu zaliczył zabawną wpadkę i jest się z czego pośmiać. Dobrze, że stacja ma dystans i go nie zwalnia, bo w sumie za co?😀",1,1581,49
Tokio 2020. Komentator PRZEKLINAŁ na wizji! Jest decyzja stacji,Niech on tak komentuje mecze reprezentacji xd,1,1351,9
Tokio 2020. Komentator PRZEKLINAŁ na wizji! Jest decyzja stacji,"Nadal więcej kultury niż na Wiejskiej. Przynajmniej szczerze, od serca komentował i przeżywał ;) ",1,785,17
Tokio 2020. Komentator PRZEKLINAŁ na wizji! Jest decyzja stacji,Niech Pan kometuje mecze .... Plisssss 👍👍👍👍👍😂😂😂😂😂 ,1,641,14
Tokio 2020. Komentator PRZEKLINAŁ na wizji! Jest decyzja stacji,I tak nie było najgorzej :D ,0,366,10
Tokio 2020. Komentator PRZEKLINAŁ na wizji! Jest decyzja stacji,"Stopa, Domański i Sidor są jak rodzina. Może i przekleństwa były (i dobrze, że były) ale pan Stopa cały czas w temacie. Szacun i klasa.",0,3,0
Tokio 2020. Komentator PRZEKLINAŁ na wizji! Jest decyzja stacji,"Sadząc po pełnych zrozumienia i poparcia dla Stopy, komentarzach, widać poziom schamienia polskiego społeczeństwa.",0,2,8
Tokio 2020. Komentator PRZEKLINAŁ na wizji! Jest decyzja stacji,"Sprawa rozeszła się po kościach (przeprasza, nie moja wina, trudności techniczne) bo Stopa mówił o Sabalence. Gdyby to samo powiedział o Światek ...",0,2,0
Tokio 2020. Komentator PRZEKLINAŁ na wizji! Jest decyzja stacji,Świetny komentator. A kto z Was oglądając sport nie rzuca mięsem.,1,8,1
Tokio 2020. Komentator PRZEKLINAŁ na wizji! Jest decyzja stacji," ""tłum to zazwyczaj maruderzy którym nie podoba się nic"" ... dlatego chałtura i bylejakość ma rację bytu, kiedy z wysaka spogląda się na odbiorcę, którym się gardzi",0,0,1
Tokio 2020. Komentator PRZEKLINAŁ na wizji! Jest decyzja stacji,"Jeden z najlepszych komentatorów. Nie wyobrażam sobie tenisa w ES bez niego. Dobrze, że go nie zwolnili👍",1,3,3
Tokio 2020. Komentator PRZEKLINAŁ na wizji! Jest decyzja stacji,"Ja nie przeklinam w ogóle,ale mało kto ma taką kulturę osobistą",1,3,8
Tokio 2020. Komentator PRZEKLINAŁ na wizji! Jest decyzja stacji,"Jego pozostanie w stacji nie powinno być nawet kwestionowane. Wiadomo ze kwas bo na wizji mówił, ale takie rzeczy się zdarzają, to są tylko ludzie, i dobrze ze też takie 'wpadki' się zdarzają, pokazuje że to są tacy sami ludzie jak my. Koko dżambo i do przodu, jedziemy dalej :D",1,10,2
Tokio 2020. Komentator PRZEKLINAŁ na wizji! Jest decyzja stacji,"Kto nie przeklinał w emocjach niech pierwszy rzuci kamień 😉 Miał chłop pecha, że to się dostało na wizję 😉",1,11,0
Tokio 2020. Komentator PRZEKLINAŁ na wizji! Jest decyzja stacji,Są jeszcze kulturalni ludzie?,0,3,5
Tokio 2020. Komentator PRZEKLINAŁ na wizji! Jest decyzja stacji,Oczywiście. Karol Stopa to jeden z najlepszych redaktorów sportowych z ogromną wiedzą. ,1,8,3
Tokio 2020. Komentator PRZEKLINAŁ na wizji! Jest decyzja stacji,A pamiętacie Majdana sprzed lat na C+? Tak mi się skojarzyło. Tam to poszłooooo grubooo,0,11,0
Tokio 2020. Komentator PRZEKLINAŁ na wizji! Jest decyzja stacji,"Pan Karol Stopa to świetny komentator. Kropka. Wyszło słabo, padło przepraszam i dajcie spokój. Niech pierwszy rzuci kamieniem kibic, który nie rzucił k*** w meczu Polaków. Wyjmijcie kij z tyłeczka.",0,14,2
Tokio 2020. Komentator PRZEKLINAŁ na wizji! Jest decyzja stacji,"Wspaniały komentator. I to się nazywa szczere komentowanie, tak jak Polacy komentują przed TV xD",1,11,2
Zofia Zborowska w kwiecistej sukience ciążowej mknie do apteki (ZDJĘCIA),"Ludzie, przecież jest w zaawansowanej ciąży, w dodatku upały i duchota. Litości. Pudel, wstyd. ",0,1482,54
Zofia Zborowska w kwiecistej sukience ciążowej mknie do apteki (ZDJĘCIA),Spodziewają się długo spodziewanego dziecka😂😂😂😂,0,791,50
Zofia Zborowska w kwiecistej sukience ciążowej mknie do apteki (ZDJĘCIA),"Ja tydzień przed porodem, robiłam zakupy w Lidlu -/ nigdy nie prosiłam o przepuszczenie bez kolejki - ani u lekarza ani w sklepach🌸idąc do kasy i stając na końcu kolejki— ludzie przede mną, rozstąpili się i pierwszy raz zostałam oficjalnie wpuszczona na przód 😁potem zobaczyłam się w witrynie sklepowej … i zrozumiałam, ze wzięłam ich na litość 😂😂tocząca się kula w wielkiej męskiej kurtce -wełnianych legginsach i czapie na oczy😎bo to zima była. ",0,607,65
Zofia Zborowska w kwiecistej sukience ciążowej mknie do apteki (ZDJĘCIA),A do apteki bez maseczki wchodzi,0,334,95
Zofia Zborowska w kwiecistej sukience ciążowej mknie do apteki (ZDJĘCIA),"Ludzie co z Wami? Przecież kobieta jest na 'ostatnich nogach' już, tuż przed rozwiązaniem. Mamy 35 stopni w cieniu, zdrowego powala, jestem młoda, szczupła, chyba zdrowa i dziś zemdlałam z tego ukropu.
Ubrana adekwatnie do temperatury i zaawansowania ciąży. 12cm szpilki miała założyć i nałożyć kilo szpachli by nie zaburzać czyjegoś poczucia estetyki?",0,207,17
Zofia Zborowska w kwiecistej sukience ciążowej mknie do apteki (ZDJĘCIA),"Z ciekawości chciałam zobaczyć, czy na swoim koncie insta skomentuje artykuł na Pudlu. Ku mojemu zdziwieniu wyszukiwarka nie znalazła mi konta Zofii Zborowskiej tylko jakieś żonka Wronka. Czy wy kobiety już zgłupiałyście? A co jak przestanie być tą żonką? I czy żonka oznacza tożsamość, czy może zawód? Jak można się tak określać. ",0,0,0
Zofia Zborowska w kwiecistej sukience ciążowej mknie do apteki (ZDJĘCIA),Nikt nie zwrocił uwagi że w klapach nie powinna prowadzić auta? ,0,0,1
Zofia Zborowska w kwiecistej sukience ciążowej mknie do apteki (ZDJĘCIA),Przekichane być w zaawansowanej ciąży w takie upały. A sukienka jest bardzo fajna.,0,1,0
Zofia Zborowska w kwiecistej sukience ciążowej mknie do apteki (ZDJĘCIA),"Ile ona chodzi w ciąży , to będzie z 11 miesiąc .",0,1,0
Zofia Zborowska w kwiecistej sukience ciążowej mknie do apteki (ZDJĘCIA),"Kobieta tuż przed rozwiązaniem, w 40 stopniowym upale. Nie wiem czego się fotografina spodziewał, miss mokrego podkoszulka? Ma fajną, przewiewną kieckę i wygodne buty. Dokładnie tak, jak powinna.",0,0,0
Zofia Zborowska w kwiecistej sukience ciążowej mknie do apteki (ZDJĘCIA),"niezależnie od tego czy w ciąży czy nie w ciąży- ona po prostu jest jakaś odpychająca, niechlujna  i irytująca",0,5,2
Zofia Zborowska w kwiecistej sukience ciążowej mknie do apteki (ZDJĘCIA),"Jak się je takie zapiekany długie na kilometr to nic dziwnego, że się tyje. Nie ma co wszystkiego zwalać na ciążę. Nie można sobie folgować, ot co!.- oczywiście jeśli chce się zachować figurę. Po prostu trzeba się pilnować i nie jeść za 10. ",0,3,3
Zofia Zborowska w kwiecistej sukience ciążowej mknie do apteki (ZDJĘCIA),"Zdjecie nr.6 mówi wszystko ,Bardzo nieatrakcyjna zaniedbana kobieta nie wiem jak wy ale uważam, że  cód ,że wyszła za mąż i że  ktoś ją chciał ",0,5,5
Zofia Zborowska w kwiecistej sukience ciążowej mknie do apteki (ZDJĘCIA),Ta znowu z super miną nieszczęśliwej z powodu ciąży. Czy ona kiedykolwiek będzie mieć normalny wyraz twarzy?,0,3,1
Zofia Zborowska w kwiecistej sukience ciążowej mknie do apteki (ZDJĘCIA),Klasyczna polska celebrytka.,0,3,2
Zofia Zborowska w kwiecistej sukience ciążowej mknie do apteki (ZDJĘCIA),Ona zawsze była jakaś taka wielka i jakby zaniedbana. Pamiętam te jej okropne blond włosy jak miotła. Teraz oczywiście wygląda jeszcze gorzej. No ale najważniejsze żeby dziecko było zdrowe. ,0,10,7
